0.050585,0.050698,0.048446,0.057794,0.050455,0.052104,0.050778,0.050904,0.050188,0.046095,0.050857,0.051098,0.042106,0.049684,0.047316,0.050017,0.049091,0.052701,0.055937,0.053349,0.047837,0.31219,0.050975,0.056988,0.050357,0.050614,0.049904,0.054145,0.40156,0.052228,0.051617,0.051697,0.051093,0.056828,0.052856,0.45077
0.033754,0.03679,0.034782,0.03669,0.03759,0.036909,0.035806,0.03774,0.037721,0.041664,0.037756,0.037812,0.030599,0.037713,0.03771,0.033724,0.037772,0.037731,0.037194,0.037752,0.037863,0.18435,0.03793,0.037984,0.035068,0.0378,0.037783,0.037932,-0.3382,0.037943,0.036648,0.037801,0.033421,0.037931,0.037946,0.37047
-0.48595,-0.51582,-0.4956,-0.51086,-0.52057,-0.51294,-0.49475,-0.58089,-0.526,-0.52599,-0.52599,-0.52599,-0.52496,-0.52599,-0.526,-0.526,-0.58406,-0.526,-0.51397,-0.52599,-0.526,-0.21289,-0.526,-0.526,-0.51895,-0.526,-0.526,-0.526,-0.060432,-0.526,-0.50772,-0.526,-0.526,-0.526,-0.526,-0.014073
0.3113,0.31058,0.31202,0.31131,0.31784,0.31074,0.30885,0.339,0.31134,0.34089,0.31492,0.30495,0.31161,0.31055,0.3124,0.31234,0.31648,0.2993,0.31178,0.31069,0.31208,-0.18286,0.31289,0.3112,0.3147,0.31487,0.31754,0.31718,0.17534,0.30014,0.31025,0.30417,0.31035,0.31054,0.30027,-0.45367
0.035687,0.035816,0.036542,0.035714,0.036014,0.036831,0.035764,0.035819,0.038276,0.036683,0.037467,0.040662,0.037525,0.036964,0.039104,0.038657,0.039069,0.038051,0.036835,0.037383,0.038771,0.55503,0.038159,0.037152,0.040817,0.036471,0.039086,0.038248,-0.044814,0.038918,0.036116,0.036199,0.038759,0.037162,0.037776,-0.13238
0.043355,0.043353,0.043276,0.043336,0.043361,0.043289,0.043336,0.043279,0.043276,0.043284,0.043353,0.043281,0.043313,0.043278,0.043274,0.043297,0.043312,0.043276,0.043328,0.043279,0.043302,-0.30153,0.043363,0.043316,0.043355,0.043382,0.043373,0.04338,0.14328,0.043312,0.043349,0.04328,0.043278,0.043301,0.043378,-0.18199
-0.31536,-0.34793,-0.31536,-0.29854,-0.31536,-0.31537,-0.31538,-0.31542,-0.31539,-0.35212,-0.31538,-0.31539,-0.31536,-0.27636,-0.31536,-0.26418,-0.31536,-0.31537,-0.29915,-0.30136,-0.30547,0.0266,-0.30234,-0.29267,-0.31536,-0.28173,-0.31536,-0.30206,0.54285,-0.31537,-0.31538,-0.3154,-0.31537,-0.29371,-0.31537,-0.27324
-0.50434,-0.50754,-0.55153,-0.56029,-0.52458,-0.50865,-0.46248,-0.52783,-0.57141,-0.56901,-0.52763,-0.54127,-0.56718,-0.55185,-0.57893,-0.58089,-0.54969,-0.5876,-0.57339,-0.57372,-0.58612,-0.61225,-0.57386,-0.58822,-0.51005,-0.52631,-0.55643,-0.54945,-0.355,-0.52752,-0.55981,-0.53199,-0.5879,-0.52699,-0.54961,0.22743
0.18113,0.18086,0.18114,0.18076,0.18115,0.17975,0.1808,0.18057,0.18109,0.18053,0.18114,0.17942,0.18114,0.18058,0.18116,0.18062,0.18115,0.18,0.1805,0.1805,0.18107,-0.30482,0.18061,0.18033,0.18114,0.18106,0.18115,0.18051,0.2951,0.18056,0.18103,0.18001,0.18029,0.17975,0.17966,0.32681
-0.14881,-0.14873,-0.14873,-0.14863,-0.15341,-0.14881,-0.1487,-0.14867,-0.14872,-0.14863,-0.15333,-0.14875,-0.1488,-0.14868,-0.14873,-0.14867,-0.16977,-0.1488,-0.14868,-0.14864,-0.14866,-0.39203,-0.14933,-0.14874,-0.17659,-0.16115,-0.16128,-0.15191,0.3066,-0.16136,-0.14881,-0.14875,-0.16431,-0.14869,-0.14997,-0.094666
-0.1929,-0.1929,-0.17157,-0.19291,-0.19289,-0.1929,-0.1929,-0.1929,-0.1929,-0.19291,-0.1929,-0.19291,-0.1929,-0.1929,-0.1929,-0.1929,-0.1929,-0.19291,-0.19291,-0.19291,-0.19291,0.012067,-0.1929,-0.19292,-0.1929,-0.1929,-0.1929,-0.1929,0.57418,-0.19292,-0.19292,-0.1929,-0.19291,-0.19292,-0.1929,0.14395
0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.19397,0.17488,0.17488,0.17488,0.17488,-0.039933,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,-0.44186,0.17488,0.17488,0.17488,0.17488,0.17488,0.17488,0.31512
0.084995,0.08527,0.08735,0.095458,0.084747,0.084869,0.085102,0.085379,0.088901,0.086049,0.085169,0.085023,0.087265,0.087551,0.098924,0.087263,0.085741,0.088217,0.085898,0.094516,0.087764,-0.42909,0.084874,0.08547,0.084736,0.085364,0.07709,0.085499,-0.0094224,0.084753,0.084906,0.084917,0.085819,0.08506,0.084676,0.32089
0.26176,0.26176,0.23489,0.26176,0.26176,0.25963,0.28873,0.26176,0.26176,0.26176,0.26176,0.26005,0.26176,0.26176,0.26176,0.26176,0.26176,0.28878,0.26176,0.26176,0.26176,-0.083595,0.26176,0.26052,0.28828,0.26176,0.26176,0.26176,0.46535,0.25779,0.28603,0.25339,0.25115,0.26073,0.2575,-0.031843
